summary_nr,Event Date,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause
220978076,2/28/2017,"CAUGHT IN,LOCKOUT/TAGOUT,MAINTENANCE,MACHINE GUARDING,CHAIN,SPROCKET",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220936231,2/24/2017,"CAUGHT IN,ROLLER--MACH/PART,ARM,HAND,CONTUSION",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",12,Hand,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220935811,2/22/2017,"STRUCK BY,UNGUARDED,CAUGHT BY,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220934202,2/21/2017,"CAUGHT BETWEEN,INDUSTRIAL TRUCK,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220934210,2/20/2017,"AMPUTATED,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220935415,2/17/2017,"CAUGHT IN,AMPUTATED,CRANE HOOK,MATERIAL HANDLING,FINGER,DIE CASTING MACHINE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220959563,2/17/2017,"AMPUTATED,FINGER,LACERATION,NIP POINT,HOIST",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220933410,2/14/2017,"AMPUTATED,MACHINE GUARDING,NIP POINT,HAND,CRUSHED,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220934319,2/14/2017,"CAUGHT BETWEEN,LIGHTING,INDUSTRIAL TRUCK,FOREARM,FRACTURE,HAND",0, ,0, ,0, ,A,New project or new addition,Nonfatal,12,"Fracture, Broken Bones",12,Hand,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220950190,2/13/2017,"PULLEY,CAUGHT BETWEEN,SEVERED,FINGER,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220932834,2/13/2017,"AMPUTATED,METAL SHEET,NIP POINT,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220941298,2/11/2017,"THUMB,AMPUTATED,AUGER,CAUGHT BY",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220939219,2/11/2017,"RAIL,CAUGHT BETWEEN,THUMB",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220931810,2/7/2017,"PPE,THUMB,BLADE,INATTENTION,AMPUTATION,GLOVE,BANDSAW,STRUCK AGAINST,SEVERED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220930119,2/7/2017,"HAND,MACHINE GUARDING,AMPUTATION,PRESS BRAKE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220933766,2/1/2017,"STRUCK BY,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220929129,1/31/2017,"PLATFORM,ELEVATED WORK PLATFORM,FINGER,MACHINE GUARDING,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220941231,1/30/2017,"CAUGHT IN,AGRICULTURE MACHINERY/VEHICLE,AGRICULTURE,LOCKOUT/TAGOUT,AMPUTATION,POWERED INDUSTRIAL VEHICLE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220929178,1/28/2017,"CAUGHT IN,AMPUTATION,CONVEYOR,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220928105,1/26/2017,"PINNED,FINGER,AMPUTATION,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220960520,1/24/2017,"PRESS,AMPUTATION,STRUCK BY,FINGER,HAND,MECHANICAL POWER PRESS,MACHINE GUARDING,PUNCH PRESS",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220923643,1/23/2017,"CAUGHT IN,CLOGGED,AUGER,FINGER,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,12,Hand,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220924054,1/22/2017,"AMPUTATED,CAUGHT BETWEEN,MACHINE GUARDING,AMPUTATION,FINGER,AUGER MECHANISM",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220925481,1/20/2017,"CAUGHT IN,CRANE,AMPUTATED,THUMB",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220926158,1/18/2017,"STRUCK AGAINST,AMPUTATION,FINGER,LACERATION,LOCKOUT",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220923262,1/12/2017,"STRUCK BY,AMPUTATED,CAUGHT BETWEEN,EAR,MACHINE GUARDING,AMPUTATION,LOCKOUT/TAGOUT,CONVEYOR",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",6,0,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220922868,1/11/2017,"CAUGHT IN,AMPUTATED,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220921217,1/10/2017,"CAUGHT IN,REBAR,ROTATING PARTS,AMPUTATION,MACHINE GUARDING,LOCKOUT/TAGOUT,FINGER,ELECTRICAL,BENDING MACHINE,START BUTTON",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",12,Hand,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220960165,1/10/2017,"CAUGHT IN,BENDING MACHINE,HAND,AMPUTATION,FINGER,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220920912,1/3/2017,"STRUCK BY,FRACTURE,LEG,MACHINE GUARDING,LOCKOUT/TAGOUT,CAUGHT BETWEEN,MAINTENANCE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",19,Internal Injuries,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220923155,1/2/2017,"CAUGHT IN,CAUGHT BETWEEN,STRUCK BY,CONCUSSION,FINGER,LACERATION,HEAD,FAINTED",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220921860,1/1/2017,"STRUCK BY,MATERIAL HANDLING,FINGER,CRUSHED,CAUGHT BETWEEN,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220929301,12/14/2016,"CAUGHT IN,AMPUTATION,MACHINE GUARDING,FINGER,ROTATING PARTS,UNGUARDED,UNTRAINED,CAUGHT BY,BENDING MACHINE,REBAR",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220912067,12/8/2016,"BALER,LOCKOUT/TAGOUT,CRUSHED",0, ,0, ,0, ,0, ,Fatal,1,"Amputation, Crushing",4,Whole Body,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220911663,12/5/2016,"ROLLER--MACH/PART,MACHINE GUARDING,NIP POINT,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Nonfatal,2,"Asphyxiation, Drowning",5,Ribs,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220929285,12/1/2016,"PRESS,WORK PLATFORM,MACHINE GUARDING,AMPUTATION,FINGER,CRUSHING,CAUGHT IN,PUNCH PRESS",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220896773,10/19/2016,"CAUGHT IN,CRUSHING",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",20,Neck,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220913826,10/10/2016,0,0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,5,Ribs,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220889075,9/7/2016,"THUMB,CAUGHT BETWEEN,FINGER,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220931471,8/19/2016,"CAUGHT IN,HAND,LOCKOUT,METAL SHEET,LOST BALANCE,MACHINE GUARDING,FOREARM,CRUSHING,ROLLER--MACH/PART,BENDING MACHINE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",17,Forearm,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220879159,8/17/2016,"CAUGHT IN,ROLLER--MACH/PART,UNGUARDED LIVE PARTS,CONVEYOR,CRUSHED,LOCKOUT/TAGOUT,AGRICULTURE MACHINERY/VEHICLE,AGRICULTURE,ARM",0, ,0, ,0, ,0, ,Fatal,7,Laceration,2,Arm,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220871388,7/27/2016,"ROTATING PARTS,LOCKOUT/TAGOUT,NECK,HEAD,CRUSHED",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,20,Neck,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220862718,6/21/2016,"CRUSHING,ASPHYXIATED,MOBILE HOME",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",5,Ribs,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220861249,6/20/2016,"CAUGHT IN,CRUSHING,MACHINE GUARDING,HYDRAULIC PRESS",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220861926,6/18/2016,"PRESS,CRUSHED,MACHINE GUARDING,CAUGHT BY,ROLLER--MACH/PART,AMPUTATED",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",12,Hand,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220860167,6/4/2016,"PINNED,COLLAPSE,FALLING OBJECT,ASPHYXIATED,CRUSHING",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",13,Head,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220842082,3/18/2016,"SHIPYARD,CRUSHED,DOCK,CAUGHT BETWEEN,BARGE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,2,Caught in or between,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220854178,3/3/2016,"CRUSHING,STRUCK BY,CAUGHT BETWEEN,MOTOR VEHICLE",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",5,Ribs,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220831283,2/19/2016,"CRUSHING,CAUGHT BETWEEN,STRUCK BY,STEEL TUBE,WELDER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220823579,11/3/2015,"PINNED,BACK,CRUSHED,FRACTURE,NECK,HEAD,TRACTOR TRAILER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,20,Neck,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220788376,8/8/2015,"ASPHYXIATED,ATV,AGRICULTURE",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",3,Back,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220958748,4/24/2017,"SHAFT,AMPUTATED,CLEANING,LOCKOUT,FINGER,BOLT",I,"Highway, road, street",0, ,0, ,B,Alteration or rehabilitation,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220892111,9/2/2016,"CRUSHING,HEAD,MAINTENANCE,LOCKOUT/TAGOUT,CONSTRUCTION VEHICLE,CONCRETE TRUCK",I,"Highway, road, street",0, ,E,"$1,000,000 to $5,000,000",A,New project or new addition,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220979892,2/10/2017,"CRUSHING,FALLING OBJECT,AMPUTATION,POWERED INDUSTRIAL VEHICLE,STORAGE RACK",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,6,Struck against,1,Pinch Point Action,14,Other,1,Regularly Assigned,0,0
220886907,9/15/2016,"WAREHOUSE,CAUGHT BETWEEN,CRUSHED",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,1,Abdomen,6,Struck against,1,Pinch Point Action,14,Other,2,Not Regularly Assigned,0,0
220947048,4/9/2017,"STRUCK BY,FINGER,AMPUTATION,HAND,ABRASIVE WHEEL,SAW",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",12,Hand,1,Struck-by,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220903835,11/7/2016,"CRUSHING,STRUCK BY,TRACTOR TRAILER",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",13,Head,1,Struck-by,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220829196,2/9/2016,"ACCESS/EGRESS,CONVEYOR,DECAPITATED,AMPUTATION,GRAIN ELEVATOR,AGRICULTURE,STRUCK BY,CAUGHT IN",0, ,0, ,0, ,0, ,Fatal,7,Laceration,13,Head,1,Struck-by,2,Catch Point/Puncture Action,14,Other,2,Not Regularly Assigned,0,0
220921423,1/9/2017,"WORKPLACE VIOLENCE,SHOULDER,BLOOD CLOT,BACK,KNIFE,LUNG",0, ,0, ,0, ,0, ,Nonfatal,18,Puncture,28,Lungs (Puncture),1,Struck-by,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220982664,8/10/2017,"FINGER,MECHANICAL POWER PRESS,AMPUTATION,GUARD",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220971667,4/17/2017,"PUNCH PRESS,TONGS,AMPUTATED,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220978555,4/13/2017,"CAUGHT BETWEEN,MACHINE GUARDING,AMPUTATION,GUARD,CONVEYOR,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220949002,4/11/2017,"CAUGHT IN,MACHINE GUARDING,WELDER,WRIST,ARM,GLOVE,FRACTURE,ROTATING SHAFT",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",24,Wrist,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220946420,4/3/2017,"CAUGHT IN,LOCKOUT/TAGOUT,MACHINE GUARDING",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,2,Not Regularly Assigned,0,0
220942551,3/27/2017,"CAUGHT IN,CONFINED SPACE,CLEANING,STRUCK BY,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",13,Head,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220943922,3/23/2017,"PPE,THUMB,ENGINE,LOCKOUT,GLOVE,AMPUTATED,ROTATING SHAFT,CAUGHT IN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220941405,3/15/2017,"SAW,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220942114,3/15/2017,"SAW,AMPUTATED,FINGER,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220939490,3/11/2017,"CRUSHED,FINGER,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,2,Not Regularly Assigned,0,0
220940019,3/7/2017,"CAUGHT IN,THUMB,AMPUTATED,MACHINE GUARDING,DRILL",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,2,Not Regularly Assigned,0,0
220940340,2/21/2017,"SHAFT,AMPUTATED,FINGER,GLOVE,LATHE,CAUGHT BY",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220934046,2/20/2017,"POINT OF OPERATION,LOCKOUT/TAGOUT,MACHINE GUARDING,FINGER,CAUGHT IN,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,12,Hand,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220942411,2/16/2017,"CAUGHT IN,UNGUARDED LIVE PARTS,HAIR,SCALPED,ROLLER--MACH/PART",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,13,Head,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220929848,2/7/2017,"CAUGHT IN,LOCKOUT/TAGOUT,MACHINE GUARDING,MIXER,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",2,Arm,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220930986,2/5/2017,"CAUGHT IN,LOCKOUT/TAGOUT,MACHINE GUARDING,CONVEYOR,CRUSHING",0, ,0, ,0, ,0, ,Nonfatal,9,Dislocation,2,Arm,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220976195,2/1/2017,"SAW,AMPUTATION,MACHINE GUARDING,LOCKOUT/TAGOUT,SAWDUST",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220930234,1/20/2017,"CAUGHT IN,CRUSHING,BARGE,AMPUTATION,MACHINE GUARDING",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220927685,1/18/2017,"CAUGHT IN,FOREARM,HAND,HOPPER,MACHINE GUARDING,FOOD PREPARATION",0, ,0, ,0, ,0, ,Nonfatal,9,Dislocation,24,Wrist,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220916944,12/27/2016,"CAUGHT IN,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,7,Laceration,19,Internal Injuries,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220916860,12/20/2016,"CAUGHT IN,CRUSHED,LOCOMOTIVE",0, ,0, ,0, ,0, ,Fatal,7,Laceration,21,Shoulder,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220910152,11/29/2016,"ACCESS/EGRESS,CAUGHT IN,ELEVATED WORK PLATFORM,CRANE,CRUSHING",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",5,Ribs,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,2,Not Regularly Assigned,0,0
220850820,4/23/2016,"PINNED,CAUGHT BETWEEN,CONSTRUCTION VEHICLE,CRANE,EQUIPMENT OPERATOR,CONSTRUCTION,CAUGHT IN",E,Refinery,0, ,0, ,A,New project or new addition,Fatal,12,"Fracture, Broken Bones",1,Abdomen,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,2,Not Regularly Assigned,0,4
220798706,9/28/2015,"TRENCH,STRUCK BY,EXCAVATION,CRUSHED,CAVE-IN,ASPHYXIATED",M,Pipeline,0, ,0, ,C,Maintenance or repair,Fatal,2,"Asphyxiation, Drowning",13,Head,2,Caught in or between,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,27
220966311,4/1/2017,"FINGER,LACERATION,INFECTION",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,3,Bite/sting/scratch,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220849715,5/2/2016,"FALL,FALL PROTECTION",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",13,Head,5,Fall (from elevation),2,Catch Point/Puncture Action,14,Other,2,Not Regularly Assigned,0,0
220912547,12/9/2016,"ELEVATED WORK PLATFORM,FALL,SCAFFOLD",B,Multi-family dwelling,16,16,0, ,A,New project or new addition,Fatal,3,"Bruising, Contusion",28,Lungs (Puncture),5,Fall (from elevation),2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,16
220936397,2/25/2017,"STRUCK BY,FINGER,AMPUTATION,GUARD,BLADE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",12,Hand,6,Struck against,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220945711,2/12/2017,"STRUCK AGAINST,EXPLOSION,FIRE,BURN,MOTOR VEHICLE",0, ,0, ,0, ,0, ,Fatal,5,Fire Burn,5,Ribs,6,Struck against,2,Catch Point/Puncture Action,14,Other,1,Regularly Assigned,0,0
220926877,1/24/2017,"PUNCH PRESS,DIE,FINGER,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,1,Struck-by,3,Shear Point Action,14,Other,1,Regularly Assigned,0,0
220804462,7/16/2015,"STRUCK BY,BARGE,ELEVATED WORK PLAT,DECAPITATED,HEAD",0, ,0, ,0, ,0, ,Fatal,1,"Amputation, Crushing",13,Head,1,Struck-by,3,Shear Point Action,14,Other,1,Regularly Assigned,0,0
220950539,3/7/2017,"STRUCK BY,TANK,STORAGE TANK,CONSTRUCTION,ERECTION PROCESS,LACERATION,METAL SAW,LEG,FRACTURE,FALLING OBJECT",P,Other heavy construction,0, ,D,"$500,000 to $1,000,000",A,New project or new addition,Nonfatal,7,Laceration,16,Left Leg,1,Struck-by,3,Shear Point Action,14,Other,1,Regularly Assigned,0,0
220979223,4/27/2017,"PINNED,STRUCK BY,FALLING OBJECT,LEG,FRACTURE,ELEVATOR",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",16,Left Leg,2,Caught in or between,3,Shear Point Action,14,Other,2,Not Regularly Assigned,0,0
220957419,4/24/2017,"CAUGHT IN,MACHINE GUARDING,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,3,Shear Point Action,14,Other,1,Regularly Assigned,0,0
220950513,4/19/2017,"CAUGHT IN,LOCKOUT/TAGOUT,HAND,CAUGHT BY,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,12,Hand,2,Caught in or between,3,Shear Point Action,14,Other,2,Not Regularly Assigned,0,0
220961155,4/18/2017,"CAUGHT IN,MACHINE GUARDING,LACERATION,HAND,CRUSHING,FRACTURE,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,10,Fingers,2,Caught in or between,3,Shear Point Action,14,Other,1,Regularly Assigned,0,0
220958458,4/11/2017,"AMPUTATED,CRUSHED,DIE BLADES,PRESS BRAKE,FINGER",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",10,Fingers,2,Caught in or between,3,Shear Point Action,14,Other,1,Regularly Assigned,0,0
220947709,4/11/2017,"STRUCK BY,BLADE,ELECTRICAL,ELECTRIC CABLE,LACERATION,AMPUTATION,MATERIAL HANDLING,ELEC UTILITY WORK,CONSTRUCTION,THUMB",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,3,Shear Point Action,14,Other,1,Regularly Assigned,0,0
220949093,3/28/2017,"AMPUTATED,FINGER,AMPUTATION,CAUGHT BY",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,3,Shear Point Action,14,Other,1,Regularly Assigned,0,0
